kami sebelumx sudah cukup puas dengan siaran indovision , tapi sekarang siaran luarx sudah di cabut ijin dari pihak pertam , coba digantikan dengan siaran luar yang lain , jangan cuma promosi terus , bosan lama . ingat indihome juga jadi pesaing y. bukan hanya indovison saja .	negative
sudah bayar paketnya , tapi apa aplikasi nya enggak bisa , muter enggak bisa malah error terus gambar enggak ada .. percuma beli paket tapi enggak bisa menonton apa	negative
saya baru pemula jadi masih coba , kalau memang terbukti ada hasilnya baru aku mengasih bintang bahkan kalau bisa bintang gua pasti kasih bintang	neutral
aplikasinya tidak bisa di buka .. padahal hpku ram gb	negative
aplikask ini sangat membantu kami para pekerja yang sedang dijalan pulang namun tetap ingin menonton . sekarang praktis menonton tinggal menggunakan hp dan aplikasi ini deh . tengkyuu	positive
aplikasi sangat bagus , bisa membantu putar ulang film yang ketinggalan	positive
aplikasi jelek masa menonton harus beli yang premium dulu	negative
adanya aplikasi ini ngebantu saya banget buat bertambah informasi dan bisa menonton tv pas lagi enggak di rumah luar .	positive
gila ini aplikasi keren banget paling suka banget saya sama kategori inovator nya . soalnya saya paling suka sama teknologi saran saja buat mnc now resolusi gambarnya mohon di tingkatkan terus.dan video inovatornya di perbanyak min itu saja . sukses terus buat mnc keren	positive
aplikasi yang bermanfaat dan mempermudah banget . acaranya juga keren . lengkap dan menarik . apapun yang mau ditonton , dengar musik semuanya ada disini	positive
saya kasih dulu bintang satu saya mau tau apakah aplikasi ini benar benar dapat hp seperti yang ada di iklan atau enggak kalau enggak saya tidak akan pernah download aplikasi ini lagi karena sudah membuat saya kecewa kita lihat nanti	negative
aplikasi memang terbaik dan seru banget bisa menonton film tv nasional sampai luar negeri	positive
terima kasih aplikasi vision atas aplikasi ini saya tidak ke lewatan acara ke sukaan saya dan aplikasi ini membuat semua orang lebih mudah untuk menonton tv oke sekali lagi terimakasih vision	positive
aplikasi vision membuat menonton tv film jadi lebih praktis , dimana aza bisa , ini sangat membantu buat menemani aktivitasku	positive
mau masuk ke aplikasinya saja susah apa lagi mau menonton filmnya .padahal sinyal nya sudah g. tolong kebijaksanaan nya terima kasih .	negative
hati berlangganan aplikasi ini saya langganan hari premium sport bulan paketnya sudah tidak aktif . menghubungi wa customer . hanya dapat meminta maaf . ini salah satu perusahaan paling amatiran	negative
percuma beli premium , tetap tidak bisa menonton , kali saya daftarkan cuma bisa menonton menit setelah itu ada notif untuk upgrade ke premium , percuma dong bayar	negative
bagus tapi kok sekarang macet saat mau conect id pelanggan topik favorit .	negative
aplikasi ini sangat friendly banget tampilannya juga mudah untuk digunakan aku senang sama apps ini . sudah begitu bisa streaming sama menonton tv makin puas lagi .	positive
setiap mulai membuka selalu lama , selalu muncul masuk akun terlebih lagi akhir akhir ini selalu muncul penjelasan visionplus tidak menanggapi , jadi enggak bisa menonton dengan santai lagi	negative
aplikasi enggak berguna deh brrlangganan malah enggak bisa di buka . jangan sampai berlangganan aplikasi ini . sampah	negative
sudah masuk pakai email biar bisa menonton filmnya enggak bisa saja , di gembok terus .	negative
muantap dengan adanya aplikasi ini saya bisa menonton acara favorit dengan mudah dan instan	positive
aku suka banget sama aplikasi ini karena bisa buat menonton tv kalau misal nya di perjalanan enggak ketinggalan cerita tv nya deh	positive
enggak bisa di buka	negative
vision sekarang pelit nonto gp pakai kuota saja pakai di acak.mau menonton siarang ulang nya saja enggak bisa pelit bngett.rame kita uninstall aplikasi vision malas enggak guna	negative
disuruh memilih daftar kategori enggak ada pilhan yang muncul . aplikasi belum uaerfriendly , ribet , perbaiki lagi .	negative
segini dulu ya . soalnya kalau mau streaming atau menonton ulang suka macet atau loading nya lama banget	negative
aku kasih bintang dulu kenapa sinetron kesukaanku kembalinya raden kian santang cuma sampai episode itu pun sudah enggak bisa diputar tidak ada gambar malah gambar jadi hitam coba episode sama saja tidak ada gambar tolong dong diperbaiki	neutral
tolong tambahkan dong channel anak anaknya .. kayak nick jr , disney jr , cartoon network , spacetoon indonesia .. itu saja sih .. semuanya sudah bagus .. cuma kurang itu ..	positive
biasanya pas menonton film dari hp terus disambungin ke tv android langsung bisa ini kenapa jadi enggak bisa ? biasanya tombol untuk disambungin dari hp ke tv android yang pojok kanan atas berwarna putih untuk disambungkan ke tv sekarang enggak bisa kenapa ?	negative
awal saya kasih bintang lima sekarang saya kasih bintang satu .. tiap mau lihat menonton anak jalanan eror ..	negative
lumayan lah aplikasinya enggak menyesal buat di download bisa menonton channel yang enggak ada di tv rumah mantul	positive
makin kesini makin parah saja nih , mau streaming sinetron yang jamnya sudah lewar masa enggak bisa sih disitunya eror tidak ada konten tolong dong dulu aku suka banget pakai nih app enggak ada kendala sama sekali sekarang banyak masalahnya tahu deh knapa	negative
aplikasi yang bermanfaat berguna banget buat aq.bisa lihat film box office maupun drakor boy band kpop.pokoknya keren banget ..	positive
sekarang enggak sepi lagi kalau lembur . sdah ada aplokasi ini menonton video dan dengarkan radio lancar bisa menemaniku saat aku lembur . good .	positive
kecewa banget menonton aff sudah berbayar .. aplikasinya suka error . komentatornya lemas sekali .. semoga cepat berbenah ..	negative
kenapa sih masih kuota utama yang di ambil padahal sudah punya kuota aplikasi tapi masih tetap saja nyedot kuota utama	neutral
saya sangat suka setuju dengan ada nya aplikasi ini , membantu banget buat orang yang sibuk beraktifitas bisa menonton kapan pun dimana saja .	positive
aplikasi yang seru dan asyik , semoga beruntung dapat smartphone	positive
aplikasi paling nge lag tapi gua butuh , pancen ambyar dikit dikit loading , mana loading nya lama hadehh , ngebug parah , tapi gua butuh	negative
aku sangat suka menonton di mnc now , tapi kenapa ya acara tv luar negeri enggak ada terutama tayangan khusus korea di chanel one padahal aku suka banget acara nya di chanel ini dan bukan chanel ini saja aku juga suka chanel red disitu film nya seru , tolong dong perhatiannya pihak mnc now agar menambahkan lagi chanel luar negeri khususnya chanel one dan red karena itu adalah chanel kesukaan aku , ditunggu konfirmasinya , terima kasih	negative
pokoknya kece habis ini app , banyak sekali ragam film dari berbagai genre , keren deh menurutku beda dari yang lain , aku kasih bonus bintang ya	positive
kak tolong perbaiki dong ini aplikasi nya . padahal sudah di perbaharui terus saya juga sudah berlangganan paket tapi mau menonton saja susah malah balik lagi balik lagi ke menu ! ! sumpah kesel banget	negative
dulu semua tv luar juga bisa ditonton gratis sekarang enggak bisa sayank sekali	positive
aplikasi cacat , acara bola liga di indosiar tidak ada , . kita menonton itu pakai data , pakai kuota enggak gratis , memang nya pakai parabola .. mending hapus saja ini aplikasi .	negative
error terus . masalah connection mulu . padahal menonton youtube enggak maslah	negative
aplikasi enggak jelas , padahal jaringan bagus giliran mau streaming di aplikasi ini buset deh lambat banget aplikasi aneh .	negative
min kenapa sekarang video nya banyak yang terkunci . aku paling suka banget film rompis , episodenya rompis bisa di tambahkan . semoga video nya segera di perbaiki min , secepatnya . bisa di tambh film yang bagus lagi lebih banyak min .	positive
pagi siang sore , gonta ganti hp , permintaan ke server sedang tinggu mulu , enggak bisa konek pay tv .	negative
sudah beli premium tapi pas menonton malah masih ada peringatan harus premium ini bagaimana sih ! !	negative
versi yang sekarang banyak bugnya . ndk bisa streaming video dengan lancar , walaupun sudah beli paket premium . parah banget deh .	negative
aplikasi yang sangat bagus kita dapat menonton film dan serial tv kapan saja di mana saja . terus diupdate ya biar tambah top	positive
kok vision sekarang film di antv hilang ya	positive
hp saya galaxy samsung a kalau buka aflikasi ini kenapa tiba mati ya hp nya.hp saya tanpa memory tambahan mohon infonya	positive
untuk pengguna xiaomi redmi silahkan cek di perizinan aplikasinya dan semua ijinkan di jamin lancar tanpa kendala ..	positive
aku suka banget aplikasi ini , jadi bisa menonton film dan konten kesukaan aku , please tambah lagi dong konten yang lainnya , biar tambah seru	positive
aplikasi ini sangat bermanfaat bagi yang tv jadul rusak , walau saya bukan pengguna premium , tapi aplikasi ini bagus kok . semoga aplikasi ini bisa tambah bagus dan mudah digunakan lagi bagi pengguna nya	positive
aplikasikan keren mending download ini daripada rcti kalo aplikasi rcti cuma bisa tv jadi kurang maksimal soal kelengkapan chanel tvnya kalo ini sudah komplit	positive
sangat baik , kapasitas aplikasinya juga enggak besar jadi enggak buat memori penuh	positive
bagus nih aplikasi nya kalo mau streaming berbagai macam film , kualitas nya juga mantap	positive
baru install aplikasi ini , bagus juga ternyata , suka banget sama aplikasinya , tingkatkan terus performa nya , semoga semakin sukses	positive
apa jika sudah memakai paket data smartfren yang sebulan dan diketerangan nya gratis akses konten premium vision benar benar gratis ?	positive
sudah dibeliin paket tapi kok di vision enggak tayang ? ? masa harus menonton di rumah terus ? ?	negative
ok bagus sekali apa bila tidak ada data bisa di donlowd di hp bisa menonton filem bagus dan kern sekali semoga panjang umr yang punya aplikasi ini dan di beri rzeki yang bayak ammiin ,	positive
kenapa sih setiap menonton pasti suarany jalan tapi kok gambarny ngestak diam , padahal jaringan bagus . mohon segera diperbaiki , jadi enggak nyaman nih masa menonton begitu terus	negative
sumpah ini aplikasi lambat banget . jaringan kencang un masih lambat . hp juga sudah spek menengah masih lambat . please deh tolong memperbaiki lagi aplikasinya .	negative
aplikasinya beratnya melebihi beban hidup , koneksi terus bermasalah . padahal sudah pakai wifi , aplikasi yang lain saja jalan lancar . ini parah banget . kalau begini sayang sayangin kuota buat download saja , kalau ujung ujung di di uninstal karena enggak bisa di pakai .	negative
untuk developer mohon update vision karena masalah bug atau nge bug bulan ini harus update di bulan oktober jadi tolong diperbaiki bug nya versi hp gue . . n enggak h merk hp xiaomi redmi kali snapdragon ram gb	negative
mohon diperbaiki jaringan bagus , masih tetap lag	negative
untung ada aplikasi ini , aku jadi enggak rebutan remot tros sama adek ku .. . aplikasi nya bagus , poin plus nya . channel nya banyak enggak cuman	positive
halo nama saya rindu shella herlinda saya pakai hp mamah aku karena dihp aku enggak ada kuota nya saya umur tahun aku suka aplikasi ini.memasang aplikasi ini bagus saya kasih bintang lima hayu kita pasang aplikasi ini bagus juga nih maaf kalau ada yang kamu enggak mau dan aku kasar maaf ya dadah	positive
cukup bagus , namun suara dari volumenya masih kurang keluar , agar volumenya ditambahi min !	negative
sekali mah enggak cukup pengin berkali download saja vision dan buktikan sendiri , dijamin enggak menyesal	positive
jadi tetap bisa menonton serial india kulfi di antv keren , sekalipun posisi saya ada di luar .. antv chanel kesukaan ku , tks vision .	positive
enggak bisa connect id pelanggan , selalu muncul pesan hubungan id pelanggan anda nanti	negative
setelah di update , enggak bisa dijalankan ada pesan content playback failed . bagaimana solusinya ?	negative
bagus gambarnya jernih , cocok buat saya yang tinggal di kostan enggak ada televisi	positive
vision plus sangat bagus bisa menonton tv di mana tempat , , cuman channel olahraga kok hanya tayangan pon saja fox sport bein sport dan yang lainya tidak ada	positive
sangat bagus . cuman yang saya tanyakan apa harus bayar tiap bulan nya atau gratis . trimakasih	positive
asikk saat ini bisa menonton tv dimana saja bahkan streaming film pun bisa kapan saja	positive
kecewa , setelah di update enggak bisa tersambung koneksi internetnya padahal enggak ada masalah sama koneksinya	negative
aplikasi yang sangat membantu saya untuk menonton acara tv yang sudah mau tayang tapi tv saya enggak ada rtv jadi saya download aplikasi ini wajib kalo kalian ketinggalan acara download vision	positive
kesel banget sih baru saja install aplikasi nya eh malah enggak id pelnggan enggak bisa masuk coba ! ! enggak paham sih	negative
sebenarnya saya bisa saja menonton bola melalui link link yang sudah tersebar , tapi saya enggak mau . makanya saya berlangganan premium sport supaya saya bisa menonton secara resmi di aplikasi ini . tapi kenyataannya apa , saya sudah bayar premium ternyata pas saya mau menonton aff , dan saya buka di aplikasi ini malah error , setiap saya coba buka aplikasi malah keluar sendiri . saya tidak merasa rugi karena sudah bayar premium , tapi saya merasa kecewa karena merasa di tipu	negative
vision layanan aplikasi yang memudahkan saya buat menonton menonton kalau lagi gabut apalagi lagi pandemi begini , kalau bosan acara tv bisa menonton film yang ada di vision . terima kasih vision	positive
suka banget dengan aplikasi ini , , bisa menonton ulang tayangan favorit kita ..	positive
aplikasi bikin emosi . keluar sendiri , wifi mbps , hp juga normal ram masih saja keluar sendiri	negative
baru coba download karena tertarik trailer film di apps ini . sudah coba bayar langganan tapi kok masih belum bisa menikmati film tersebut ya ? mungkin ada yang bisa membantu ?	negative
saya kecewa , buruk sekali . saya sudah membeli paket dan sudah saya bayar tapi transasksi gagal dan uang nya hilang gara transasksi gagal . baru kali ini saya berlangganan tapi seperti ini .	negative
recomended banget nih buat para anak kos an , enggak perlu muluk beli tv , tak ada tv hp pun jadi , ahay .. terbantu sangat ini dengan adanya vision yang super kece	positive
kenapa ya setiap kali menonton film preman pensiun sering try agin padahal siknal nya bagus , terus tiap kali login lagi eh mala mundur lagi dari awal , pas video di di percepat enggak mau , tolong ya di perbaiki , kuota saya habis film nya enggak sampai ke ujung	neutral
preman pensiun si dari episode sampai akhir tidak bisa diputas , saya sudah beli premium tapi masih ada kendala , tolong segera ditangani	negative
mantap nih aplikasinya bisa menonton banyak channel dalam satu aplikasi tapi tetap harus lebih dikembangkan fiturnya karena masih belum lengkap	positive
loading applicatinya lama sekarang tv trans sudah enggak bisa di buka sekarang applicati ini sudah enggak bagus lagi kaya dulu kenapa sih menonton tv lainnya juga sudah enggak bisa di buka	negative
saya download mnc now ini supaya bisa menonton film dewi terbaru di rcti .. tapi kenapa kok enggak ada .. ayo dong di update lagi .. saya pengin menonton film dewi terbaru itu ..	negative
suka vision karena sering berebut acar tv dirumah dengan vision aku bisa suka suka	positive
aplikasi vision memang mantap banget . sekarang aku jadi enggak bingung lagi kalau mau menonton drakor	positive
aplikasi keluar dengan sendirinya.terus tidak bisa memutar video	neutral
mohon maaf sebelumnya , saya hanya memberikan bintang saja . karena jujur saya menonton sangat lambat meskipun saya sudah menggunakan wifi di tempat kerja . saya harap untuk perkembangan selanjutnya bisa menonton dengan lancar dan enggak terganggu sama sekali	negative
keren sih ini aplikasi , lengkap banget dan bagi gue yang suka tontongan seputar olahraga ada channel khusus nya berlanggan nya juga murah .. semoga saja vision bisa mengadakan live liga inggris juga hehe kali saja ya kan	positive
apliaksi apa ini , bugs dimana mana , loading lama , user interface ribet . hidup vidio	negative
sumpah jelek banget , sudah beli paket premium masih saja ngelag , padahal jaringan bagus banget .. auto uninstal . !	negative
sebuah aplikasi yang membantu saya streaming yang tidak ada di televisi , jadi kebantu sama aplikasi ini terimakasih . tingkatkan terus sistem kerjanya	positive
ini tahun masih saja ada status permintaan server tinggi kwkwkwkkwkw aplikasi streaming lain tidak ada seperti itu , tolong server perbanyak , satu lagi , screenshot di legalkan , karena aplikasi streaming lain bisa screenshot , please .	neutral
aplikasinya bagus . sedikit masukan untuk mnc harusnya ada delay untuk tayangan livenya agar tidak sering buffer . seperti aplikasi live streaming lainnya ada delay supaya tidak sering buffer terutama kalau di tempat sinyal naik turun	positive
mantap menonton acara favorit bisa di manapun , dan di bawa kemanapun , tanpa ribet	positive
menurut aku sih ini aplikasi ngebantu banget saat lagi listriknya mati terus enggak bisa menonton tv , sumpah ya enggak menonton tv tuh rasanya bete banget untung ada vision yang bisa di tonton kapan saja dan dimana saja , terimakasih vision	positive
sangat puas dan sangat membantu ketika kami mungkin ketinggalan salah satu program favorit kami dan kami bisa menonton nya lagi di vision terimakasih dan saya harap mungkin akan lebih banyak hal baru yang menarik	positive
aku mau masuk tv nya tapi pas masuk malah jadi keluar tiba tiba keluar dari apli padahal tadi enggak kenapa kenapa jadi aku nilai saja sola	negative
kenapa saat menggunakan data seluler tidak bisa digunakan , malah error	negative
tidak tahu mau menonton pakai apa , wifi ataupun data semuanya buffering	negative
hahaha . sumpah ini aplikasi bagus banget ! bisa lihat upin ipin yang ketinggalan kemarin ! sumpah seru banget , tapi cuma bisa menonton doang jadi.kalo mau menonton tv yang lain sudah enggk bisa lagi enggak apa-apa lah yang aku butuh kan cuma menonton upin ipin doang terima kasih developer telah membuat aplikasi ini !	positive
baguus nnih . apknya , biar enggak rebutan sama emak menonton tvnya . tetap kembangin kualitasnya ya min ..	positive
vision memang mantap .. tapi tolong tingkatkan lagi film superhero . contoh dengan film man of steel kok saya cari tidak ditemukan , adanya iron man saja	positive
sangat kecewa setelah saya membeli paket film eh.ternyata film banyak yang hilang malahan yang bertambah siaran tvri daerah . ketipu gue ..	negative
aplikasi sini bagus banget . apalagi pas ketinggalan acara kesayangan di tv bisa kita lihat ulang di aplikasi ini . fiturnya juga keren banget deh aplikasi ini	positive
maunya filam yang lama bisa di puter kembali contoh nya saya mau menonton filam aku bukan dia tidak bisa lagi karena sudah lewat tanggal nya jadi enggak bisa menonton . dey sama filam belenggu dua hati maunya versi baru bisa memutar film film yang sudah lewat	positive
enggak menyesal sih download aplikasi ini , bisa streaming dimana pun dan kapan pun , mana aku suka pergi pergian biar enggak ketinggalan film favorite aku download aplikasi ini dong	positive
aplikasi nya mantap , selain bisa menonton film kesukaan film film lain juga bisa di tonton dan sangat mudah di pahami	positive
aplikasi jelek banget , enggak bisa dipakai , enggak guna , dislike banget , uninstal saja	negative
iya ini di suruh login facebook tetap enggak bisa bagaimana sih.perbaiki dong.masa beli paket dulu katanya .	negative
wow aplikasi yang bagus untuk noton pilem pilem nya banyak dan seru seru cepetan donwload .	positive
tolong kualitas gambar nya ditambah lagi , jangn cukup di kuliatas .	positive
menangis banget .. ngerekam layar lige stream nya nct dream .. berpikir kalo itu bisa dibuka lagi ternyata enggak .. sakit hati kecewa banget intinya .. hasilnya jadi item semua enggak sesuai ekspektasi	negative
server suka down , kalo match penting , padahal sudah langganan	neutral
percuma beli premium , aplikasi banyak error nya , deh mengajukan keluhan juga enggak ngaruh cuma disuruh sabar doang	negative
wah wah , memang ya sekarang serba mudah . mantap sih ini gue jadi bisa menonton film kesayangan tanpa ribet lagi	positive
saya sangat kecewa padahal kemarin bisa buat menonton film padahal sinyal penuh jaringan internet oke tapi tetap cuma muter muter doang	negative
bagus , cuma perlu ditambahkan kalo untuk stb aplikasinya agar bisa support remote .	positive
baru tau sih ada aplikasi sepraktis ini , jadi kalau diluar masih bisa menonton . dan juga bisa rewatch kalau ketinggalan .	positive
sinyal bagus , paketan ada , tapi lihat catchup tv muter terus , enggak ke play , ujung nya muncul notif enggak ada sinyal internet , enggak ada sinyal kepala lo pitak ! !	negative
untuk kualitas tvnya ditingkatkan lagi dong . masa menonton tv masih ngelag padahal sinyal internet di rumahku kencang banget tapi buat menonton tv masih berat	negative
aplikasi yang sangat puas , benar benar bagus , streaming nya juga lancar jaya uwuw	positive
siaran di mnctv makin enggak jelas , dikit iklan dikit iklan . dan iklannya bisa kali itu saja diulang . lama kelamaan ditinggalin para penonton nih mnctv . dan cara pemutaran siaran ngacak dengan iklan . benar makin jelek cara susunan acaranya	negative
ini keren gila banget hampir semua channel ada bagus lagi keluarga ku juga suka mantap sekali sukses terus vision	positive
mau install vision di smart tv android tidak ada . mohon kedepannya dibuatkan aplikasi untuk tv android	neutral
bagus awal awalnya . lama lama siaran chanel pada hilang , terus paket olah raga sudah tidak dapat siarannya masih harus di bayar juga .	positive
aplikasi yang bagus dan sangat membantu , tidak lambat pula dan top markotop	positive
sudah ngambil gratisan gb dari indosat malah loading terus . enggak kepake akhirnya jadi dihapus lagi deh apknya .	negative
bagus untuk menonton siaran kvision lewat ponsel . tapi untuk aktifkan promo yang di kirim lewat dekoder kvision kok enggak ada menunya di inbox dekoder intal aplikasi vision dan connect id pelanggan . tapi menunya enggak ada	positive
nice , aplikasi ini sangat berguna sekali , kita jadi terbantu untuk bisa melihat siaran tv dimanapun dan kapanpun kita mau . untuk kualitas streaming lumayan lah , channelnya juga lengkap .	positive
mantap bos.acara nya banyak , film nya juga seru .. mau cari siaran yang kita sukai tinggal cari aja.mw menonton bola apalagi . pokoke mantap bos ..	positive
maaf bintang nya saya ubah ke ya .. mau buka spotv tidak bisa .. di keterangan nya mesti upgrade ke premium , padahal.sudah masuk kan id pelanggan ..	negative
aplikasi ini sangatlah bagus , karena setiap sinetron andalan kita yang tertinggal kita bisa menonton ulang sinetron andalan kita di vision	positive
alhamdulillah .. ibu suka aplikasi vision ini .. bisa menonton tv lokal dan internasional dan film film pilihan juga ada . sangat menghibur di kala pandemi seperti sekarang ini .	positive
bagus banget sih nih aplikasi tapi kayanya harus dikembangin lagi biar lebih bagus	positive
bagus dan sangat membantu dalam berita , olahraga film dll .	positive
aplikasi nya error , kalo klik channel tv langsung keluar sendiri dari aplikasi padahal sudah di update	negative
kenapa saya buka enggak bisa ? hanya tulisan silahkan ulangi kembali coba lagi ! padahal saya punya paket data.anjim menyesal uninstall deh jadinya ! kecewe pol	negative
aplikasi babii sudah berlangganan malah power close mulu enggak bisa di buka anjing	negative
gua sudah beli paket langganan hari seharga ribu dan paketnya tidak berfungsi saya mau menonton motogp pun harus disuruh bayar lagi , padahal sudah saya bayar sampai kali.kecewa !	negative
aplikasinya good , bagi yang mau menonton sendiri tanpa mau diganggu , aplikasi ini cocok pakainya	positive
malam . maaf saya pengguna mnc now baru nih , yang mau coba ikutan kuis mamen . masih bingung nih bagaimana caranya ? apa harus menonton channel trtentu dulu ya , apa harus punya beli paketan yang disarankan dulu ? apa bagaimana sih . tolong dibantu dong . terimakasih	neutral
bagus banget , filmnya lengkap , menonton olahraga juga bisa lagi , keren dhh	positive
aplikasi yang bagus namun untuk evisodenya terkadang kurang lengkap saya suka film awas banyak copet tapi evisodenya enggak lengkap sama seper aplikasi rcti evisodenya juga enggak lengkap tolong dilengkapi evisode awas banyak copet kan ada evisode padahal acara sudah lama tahun tapi masih belum lengkap di aplikasi vision ataupun rcti itu sendiri	positive
kok liga inggris tidak di siarin di aplikasi ini ya .. ah saya kecewa.kalo enggak di streaming disini lebih baik di uninstal	negative
yang aku suka dari vision tuh , enggak ribet aplikasinya , simple .. tinggal klik , duduk manis dan menonton sepuasnya .	positive
kenapa siaran langsung motogp trans hilang ? tolong diperbaiki dong !	positive
mantap , lancar dan komplit juga chenel tv nya	positive
baguus aplikasinya .. bisa menonton sesukanya .. lebih di tingkatkan yain .. biar lebih keren	positive
sudah lama tidak masuk akal karena di dalam tubuh manusia yang berdiri di samping dan reaksi yang berdiri	negative
mantap noton tv jadi mudah bisa di mana saja asal ada sinyal atau kuota .	positive
kok enggak bisa kebuka sih app nya . lama banget sudah nunggu menit masih nunggu di tulisan now	negative
sangat bagus . tapi channel nya yang di aplikasi vision di tambah lagi supaya lebih lengkap lagi .	positive
sinyal tantangan sering lambat dan aplikasi terasa berat kak , seperti beban hidup ini , he .	positive
mudah mudahan saja film kkn desa penari masuk ke aplikasi vision plus dan juga kurang lengkap film bioskop nya , tolong min harus dilengkapkan film , drama , dan animasi dan juga bahasa terjemahannya seperti aplikasi netflix , biar makin banyak yang download aplikasinya , btw semangat terus ya admin , saya dukung terus aplikasinya	positive
sudah bayar langganan bulan tapi pas dibuka selalu keluar sendiri , sudah dicoba berkali tetap saja enggak bisa , sudah diperbarui tetap saja enggak bisa , kecewa !	negative
kenapa nih kok macet macet padahal sinyal lanvar dan kenapa sayannya telah berhenti padahal hp enggak penuh	positive
untuk konten yang ada sudah bagus dari mulai streaming film lokal sampai dengan mancanegara , namun tolong diperbaiki dari sisi server dan setiap masukan mohon di tindak lanjuti . terima kasih	neutral
biasanya suka kesel enggak bisa menonton serial drama favorit unntung punya aplikasi ini jadi bisa menonton terus dimana saja	positive
ini kok aplikasi mau menonton film malah enggak bisa .disitu tulisanya kembali terus ada apa ini aplikasi enggak jelas jadinya	negative
sayang banget padahal aku langganan di mnc vision tapi kok idnya enggak bisa dipakai , sama kayak dulu juga kayak begini , tolong dibenerin ya !	negative
bagus sih cuma jadwal di tv sama di sini enggak sama . trus.di hp saya kok lama banget nyambungnya . padahal.jaringan full .	negative
bagus nih aplikasi , aku kasih bintang . cocok digunakan untuk streaming saat kita tidak sempat menonton tv di rumah . kedepan nya semoga lebih baik dan di maksimalkan lagi ya agar aplikasi nya lebih baik lagi .	positive
sering keluar sendiri dari aplikasi .. aplikasi dibuka ke halaman berikut terlalu lama ..	negative
aplikasinya jlek sudah daftar masukin akun tetap masih saja bilang masuk pakai akun nomor telfon coba dong di perbaiki	negative
ini aplikasi bisa dipakai atau tidak ? .kok setiap saya masuk atau saya buka aplikasi nya selalu saja relog itu terjadi terus dan menerus	negative
sudah berlanggann sinyal paket full lancar dan wifi full lancar tapi ketika mau buka semua tv atau videonya proses pengambilan data gagal . silahkan memuat ulang paket premiumnya sia sia ..	negative
bagus sih ! tapi antv kok enggak bisa dibuka ya ? tolong di perbaiki lagi ya .. soalnya aku pengin lihat film di antv yang sudah lewat	positive
mnc keren , .thanks aku jadi bisa menonton tv dan jelas banget di layar enggak pakai lelet juga	positive
hiburan banget menonton lewat vision semua ada disini , makin betah menonton lewat hp nih . mantap deh	positive
aplikasi tidak bisa di jalankan di android dan . setiap di buka selalu force close	negative
pertama saya install ini tv now bagus sekali acara acaranya ada film kartun untuk anak saya yang install ini pasti enggak bakalan menyesal	positive
suka banget sama aplikasinya , aku jadi bisa menonton ulang acara kesayangan . terima kasih ya .	positive
